#com.safesys.onekeyvpn
#./workspace/com.safesys.onekeyvpn_0/app2173.apk
#time,user_cpu,nice_cpu,system_cpu,idle_cpu,iowait_cpu,irq_cpu,softirq_cpu,steal_cpu,receive_byte,receive_packet,transmit_byte,transmit_packet,state,minflt,cminflt,majflt,cmahflat,utime,stime,cutime,cstime,numthread,vss,rss,processor,rmsize,vmsize,shared,text,data
2023-01-11 02:10:28.774269,903,181,659,2498,698,0,0,0,1283580,1251,623373,757,R,7194,0,59,0,22,8,0,0,16,3311845376,32206,1,808556,32245,23570,5,0
2023-01-11 02:10:29.045403,914,181,663,2498,698,0,0,0,1285716,1276,629210,789,R,7196,0,59,0,30,13,0,0,16,3311845376,32245,1,808556,32245,23570,5,0
2023-01-11 02:10:29.315159,917,183,664,2498,698,0,0,0,1287332,1295,631965,809,R,7200,0,59,0,35,14,0,0,16,3311845376,32245,0,808556,31970,23570,5,0
2023-01-11 02:10:29.591854,925,186,668,2498,698,0,0,0,1290204,1330,638021,841,R,7579,0,59,0,48,14,0,0,16,3311939584,33017,0,809386,35487,26410,5,0
2023-01-11 02:10:29.852312,934,189,672,2498,698,0,0,0,1291976,1351,642422,868,R,8535,0,69,0,56,16,0,0,16,3311988736,34981,0,809633,36049,27583,5,0
2023-01-11 02:10:30.102538,938,193,674,2498,698,0,0,0,1294352,1380,646938,896,D,9441,0,134,0,64,18,0,0,19,3317661696,36918,0,813612,39056,30439,5,0
2023-01-11 02:10:30.379617,941,197,677,2498,698,0,0,0,1296662,1408,652846,929,R,10243,0,308,0,75,21,0,0,33,3339898880,40553,0,816219,41022,32396,5,0
2023-01-11 02:10:30.635298,958,200,683,2498,699,0,0,0,1301447,1467,662356,986,S,10449,0,308,0,80,22,0,0,36,3343233024,41022,1,816219,41022,32396,5,0
2023-01-11 02:10:30.885895,980,201,686,2499,699,0,0,0,1302509,1479,664191,999,S,10449,0,308,0,80,22,0,0,36,3343233024,41022,1,816219,41022,32396,5,0
2023-01-11 02:10:31.156718,1005,202,692,2499,699,0,0,0,1304995,1509,669705,1036,S,10449,0,308,0,80,22,0,0,36,3343233024,41022,1,816379,41705,32999,5,0
2023-01-11 02:10:31.427125,1015,205,698,2499,699,0,0,0,1306648,1529,673524,1058,S,10560,0,308,0,80,22,0,0,36,3343757312,41705,1,816443,41437,33274,5,0
2023-01-11 02:10:31.674086,1017,207,702,2499,699,0,0,0,1309252,1560,678448,1091,R,10686,0,309,0,80,23,0,0,36,3344150528,41437,1,816443,41437,33274,5,0
2023-01-11 02:10:31.926899,1027,209,706,2499,699,0,0,0,1311364,1585,682970,1119,S,10706,0,309,0,81,25,0,0,36,3344150528,41437,1,816443,41437,33274,5,0
2023-01-11 02:10:32.197854,1031,211,709,2499,699,0,0,0,1313154,1607,687052,1144,S,10706,0,309,0,81,25,0,0,36,3344150528,41437,1,816443,41437,33274,5,0
2023-01-11 02:10:32.483547,1037,213,714,2499,699,0,0,0,1315332,1633,691639,1173,S,10706,0,309,0,81,25,0,0,36,3344150528,41437,1,816443,41437,33274,5,0
2023-01-11 02:10:32.732972,1043,214,719,2499,699,0,0,0,1317222,1655,696114,1201,S,10707,0,309,0,81,25,0,0,36,3344150528,41437,1,816443,41437,33274,5,0
2023-01-11 02:10:33.000984,1051,216,725,2499,699,0,0,0,1319424,1681,700858,1232,S,10744,0,309,0,82,25,0,0,36,3344150528,41438,0,816443,41438,33274,5,0
2023-01-11 02:10:33.265293,1056,218,729,2499,700,0,0,0,1321626,1707,705494,1261,S,10771,0,309,0,82,26,0,0,36,3344150528,41438,0,816443,41438,33274,5,0
2023-01-11 02:10:33.511580,1064,219,734,2499,700,0,0,0,1323846,1734,709772,1286,S,10807,0,309,0,83,26,0,0,36,3344150528,41438,0,816443,41438,33274,5,0
2023-01-11 02:10:33.792219,1072,221,739,2499,700,0,0,0,1326368,1764,714531,1317,S,10807,0,309,0,83,26,0,0,36,3344150528,41438,0,816443,41438,33274,5,0
2023-01-11 02:10:34.047570,1080,224,742,2499,700,0,0,0,1329104,1797,721111,1356,S,10807,0,309,0,84,26,0,0,36,3344150528,41438,0,816443,41438,33274,5,0
2023-01-11 02:10:34.307534,1085,225,746,2499,700,0,0,0,1331040,1820,723928,1377,S,10807,0,309,0,84,26,0,0,36,3344150528,41438,0,816443,41416,33274,5,0
2023-01-11 02:10:34.575171,1093,226,750,2500,700,0,0,0,1333677,1851,730384,1412,S,10808,0,309,0,85,26,0,0,36,3344150528,41416,0,816443,41549,33335,5,0
2023-01-11 02:10:34.842192,1101,227,753,2500,700,0,0,0,1334574,1861,731951,1421,S,10834,0,309,0,86,26,0,0,36,3344617472,41497,0,816443,41549,33335,5,0
2023-01-11 02:10:35.085780,1106,228,757,2500,700,0,0,0,1336814,1888,736632,1450,S,10911,0,309,0,87,26,0,0,36,3344150528,41549,0,816443,41549,33335,5,0
2023-01-11 02:10:35.356321,1123,231,763,2500,700,0,0,0,1339620,1922,741756,1486,S,10911,0,309,0,88,26,0,0,36,3344150528,41549,0,816443,41549,33335,5,0
2023-01-11 02:10:35.622947,1140,236,768,2500,700,0,0,0,1342512,1957,748678,1530,S,10911,0,309,0,88,26,0,0,36,3344150528,41549,0,816443,41549,33335,5,0
2023-01-11 02:10:35.878341,1157,238,773,2500,700,0,0,0,1344218,1977,751615,1553,S,10911,0,309,0,88,26,0,0,36,3344150528,41549,0,816574,41549,33335,5,0
2023-01-11 02:10:36.124402,1174,243,781,2500,700,0,0,0,1346750,2008,757217,1591,S,10921,0,309,0,90,26,0,0,36,3344150528,41550,0,816443,41550,33335,5,0
2023-01-11 02:10:36.404939,1190,248,786,2500,700,0,0,0,1348932,2034,761887,1619,S,10929,0,309,0,91,26,0,0,36,3344150528,41550,0,816443,41550,33335,5,0
